disaster_number,fema_declaration,state,declaration_type,declaration_date,incident_type,incident_begin_date,incident_end_date,state_fips,county_code,designated_area,last_refresh
5653,FM-5653-WA,WA,FM,2026-07-30T00:00:00.000Z,Fire,2026-07-30T00:00:00.000Z,,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
5651,FM-5651-WA,WA,FM,2026-07-26T00:00:00.000Z,Fire,2026-07-26T00:00:00.000Z,,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
5649,FM-5649-WA,WA,FM,2026-07-26T00:00:00.000Z,Fire,2026-07-25T00:00:00.000Z,,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
5647,FM-5647-OR,OR,FM,2026-07-23T00:00:00.000Z,Fire,2026-07-23T00:00:00.000Z,,41,000,Warm Springs Indian Reservation,2026-08-20T20:50:08.994Z
5646,FM-5646-WA,WA,FM,2026-07-17T00:00:00.000Z,Fire,2026-07-16T00:00:00.000Z,,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
5520,FM-5520-ID,ID,FM,2024-07-26T00:00:00.000Z,Fire,2024-07-25T00:00:00.000Z,2024-08-09T00:00:00.000Z,16,000,Nez Perce Indian Reservation,2026-08-20T20:50:08.994Z
5518,FM-5518-WA,WA,FM,2024-07-24T00:00:00.000Z,Fire,2024-07-17T00:00:00.000Z,2024-07-21T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
5517,FM-5517-WA,WA,FM,2024-07-23T00:00:00.000Z,Fire,2024-07-22T00:00:00.000Z,2024-07-28T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
5508,FM-5508-AZ,AZ,FM,2024-07-13T00:00:00.000Z,Fire,2024-07-10T00:00:00.000Z,2024-07-15T00:00:00.000Z,04,000,San Carlos Indian Reservation,2026-08-20T20:50:08.994Z
5499,FM-5499-WA,WA,FM,2024-06-23T00:00:00.000Z,Fire,2024-06-22T00:00:00.000Z,2024-07-11T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
5498,FM-5498-NM,NM,FM,2024-06-18T00:00:00.000Z,Fire,2024-06-17T00:00:00.000Z,,35,000,Mescalero Tribe,2026-08-20T20:50:08.994Z
5497,FM-5497-NM,NM,FM,2024-06-17T00:00:00.000Z,Fire,2024-06-17T00:00:00.000Z,,35,000,Mescalero Tribe,2026-08-20T20:50:08.994Z
5407,FM-5407-ID,ID,FM,2021-08-13T00:00:00.000Z,Fire,2021-08-12T00:00:00.000Z,2021-08-17T00:00:00.000Z,16,000,Nez Perce Indian Reservation,2026-08-20T20:50:08.994Z
5403,FM-5403-MT,MT,FM,2021-07-28T00:00:00.000Z,Fire,2021-07-28T00:00:00.000Z,2021-07-31T00:00:00.000Z,30,000,Crow Indian Reservation,2026-08-20T20:50:08.994Z
5397,FM-5397-WA,WA,FM,2021-07-13T00:00:00.000Z,Fire,2021-07-12T00:00:00.000Z,2021-07-26T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
5356,FM-5356-OR,OR,FM,2020-09-08T00:00:00.000Z,Fire,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,41,000,Warm Springs Indian Reservation,2026-08-20T20:50:08.994Z
5351,FM-5351-WA,WA,FM,2020-09-07T00:00:00.000Z,Fire,2020-09-07T00:00:00.000Z,2020-09-19T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
5340,FM-5340-AZ,AZ,FM,2020-08-26T00:00:00.000Z,Fire,2020-08-17T00:00:00.000Z,,04,000,San Carlos Indian Reservation,2026-08-20T20:50:08.994Z
5262,FM-5262-CA,CA,FM,2018-07-28T00:00:00.000Z,Fire,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,06,000,Hopland Rancheria (Indian Reservation),2026-08-22T11:07:11.558Z
5330,FM-5330-WA,WA,FM,2020-08-17T00:00:00.000Z,Fire,2020-08-16T00:00:00.000Z,2020-08-17T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
5325,FM-5325-CA,CA,FM,2020-08-02T00:00:00.000Z,Fire,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,06,000,Morongo Indian Reservation,2026-08-20T20:50:08.994Z
5269,FM-5269-WA,WA,FM,2018-08-11T00:00:00.000Z,Fire,2018-08-10T00:00:00.000Z,2018-08-17T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
3630,EM-3630-MT,MT,EM,2025-12-19T00:00:00.000Z,Flood,2025-12-10T00:00:00.000Z,2025-12-11T00:00:00.000Z,30,000,Blackfeet Indian Reservation,2026-08-26T11:11:06.672Z
5212,FM-5212-MT,MT,FM,2017-09-12T00:00:00.000Z,Fire,2017-09-11T00:00:00.000Z,2017-09-15T00:00:00.000Z,30,000,Blackfeet Indian Reservation,2026-08-20T20:50:08.994Z
5133,FM-5133-CO,CO,FM,2016-07-10T00:00:00.000Z,Fire,2016-07-09T00:00:00.000Z,2016-07-14T00:00:00.000Z,08,000,Statewide,2026-08-20T20:50:08.994Z
4940,DR-4940-KS,KS,DR,2026-09-01T00:00:00.000Z,Severe Storm,2026-06-04T00:00:00.000Z,2026-06-15T00:00:00.000Z,20,000,Kickapoo Indian Reservation,2026-09-03T11:06:12.500Z
4940,DR-4940-KS,KS,DR,2026-09-01T00:00:00.000Z,Severe Storm,2026-06-04T00:00:00.000Z,2026-06-15T00:00:00.000Z,20,000,Iowa Indian Reservation (Also NE),2026-09-03T11:06:12.500Z
4938,DR-4938-SD,SD,DR,2026-09-01T00:00:00.000Z,Severe Storm,2026-06-28T00:00:00.000Z,2026-07-03T00:00:00.000Z,46,000,Lower Brule Indian Reservation,2026-09-03T11:06:12.500Z
4938,DR-4938-SD,SD,DR,2026-09-01T00:00:00.000Z,Severe Storm,2026-06-28T00:00:00.000Z,2026-07-03T00:00:00.000Z,46,000,Crow Creek Indian Reservation,2026-09-03T11:06:12.500Z
5021,FM-5021-CA,CA,FM,2012-09-24T00:00:00.000Z,Fire,2012-09-23T00:00:00.000Z,2012-09-27T00:00:00.000Z,06,000,Campo Indian Reservation,2026-08-20T20:50:08.994Z
4923,DR-4923-WI,WI,DR,2026-06-30T00:00:00.000Z,Flood,2026-04-13T00:00:00.000Z,2026-04-23T00:00:00.000Z,55,000,Oneida Indian Reservation,2026-08-20T20:50:08.994Z
4919,DR-4919-MA,MA,DR,2026-06-30T00:00:00.000Z,Winter Storm,2026-02-22T00:00:00.000Z,2026-02-23T00:00:00.000Z,25,000,Mashpee Wampanoag Tribe,2026-08-20T20:50:08.994Z
4918,DR-4918-NM,NM,DR,2026-06-30T00:00:00.000Z,Severe Storm,2025-09-28T00:00:00.000Z,2025-09-29T00:00:00.000Z,35,000,Pueblo of Acoma,2026-08-20T20:50:08.994Z
4915,DR-4915-MT,MT,DR,2026-05-29T00:00:00.000Z,Straight-Line Winds,2025-12-17T00:00:00.000Z,2025-12-19T00:00:00.000Z,30,000,Crow Indian Reservation,2026-08-20T20:50:08.994Z
4914,DR-4914-MT,MT,DR,2026-05-29T00:00:00.000Z,Winter Storm,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,30,000,Fort Peck Indian Reservation,2026-08-20T20:50:08.994Z
4912,DR-4912-AK,AK,DR,2026-05-29T00:00:00.000Z,Flood,2025-10-08T00:00:00.000Z,2025-10-13T00:00:00.000Z,02,000,Kipnuk (ANV/ANVSA),2026-08-20T20:50:08.994Z
4911,DR-4911-AZ,AZ,DR,2026-05-29T00:00:00.000Z,Severe Storm,2025-10-10T00:00:00.000Z,2025-10-13T00:00:00.000Z,04,000,San Carlos Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Quinault Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Snoqualmie Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Swinomish Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Stillaguamish Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Lower Elwha Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Shoalwater Bay Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Sauk-Suiattle Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Lummi Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Kalispel Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Makah Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Upper Skagit Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Chehalis Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Hoh Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Samish (TDSA),2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Squaxin Island Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Jamestown Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Cowlitz Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Nooksack Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Quileute Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Puyallup Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Tulalip Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Muckleshoot Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Nisqually Indian Reservation,2026-08-20T20:50:08.994Z
4906,DR-4906-WA,WA,DR,2026-04-07T00:00:00.000Z,Flood,2025-12-05T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Skokomish Indian Reservation,2026-08-20T20:50:08.994Z
4902,DR-4902-MT,MT,DR,2026-04-07T00:00:00.000Z,Straight-Line Winds,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,30,000,Fort Belknap Indian Reservation,2026-08-20T20:50:08.994Z
4902,DR-4902-MT,MT,DR,2026-04-07T00:00:00.000Z,Straight-Line Winds,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,30,000,Blackfeet Indian Reservation,2026-08-20T20:50:08.994Z
4902,DR-4902-MT,MT,DR,2026-04-07T00:00:00.000Z,Straight-Line Winds,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,30,000,Northern Cheyenne Indian Reservation,2026-08-20T20:50:08.994Z
4902,DR-4902-MT,MT,DR,2026-04-07T00:00:00.000Z,Straight-Line Winds,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,30,000,Fort Peck Indian Reservation,2026-08-20T20:50:08.994Z
4899,DR-4899-MS,MS,DR,2026-02-06T00:00:00.000Z,Winter Storm,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,28,000,Mississippi Choctaw Indian Reservation,2026-08-20T20:50:08.994Z
4591,DR-4591-AL,AL,DR,2021-03-28T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-09-10T11:04:55.119Z
3650,EM-3650-WA,WA,EM,2026-08-03T00:00:00.000Z,Fire,2026-08-01T00:00:00.000Z,2026-08-31T00:00:00.000Z,53,000,Colville Indian Reservation,2026-09-10T11:04:55.119Z
3650,EM-3650-WA,WA,EM,2026-08-03T00:00:00.000Z,Fire,2026-08-01T00:00:00.000Z,2026-08-31T00:00:00.000Z,53,000,Yakama Reservation,2026-09-10T11:04:55.119Z
3650,EM-3650-WA,WA,EM,2026-08-03T00:00:00.000Z,Fire,2026-08-01T00:00:00.000Z,2026-08-31T00:00:00.000Z,53,000,Spokane Indian Reservation,2026-09-10T11:04:55.119Z
4894,DR-4894-MN,MN,DR,2025-10-22T00:00:00.000Z,Straight-Line Winds,2025-06-21T00:00:00.000Z,2025-06-21T00:00:00.000Z,27,000,Leech Lake Indian Reservation,2026-08-20T20:50:08.994Z
4890,DR-4890-SD,SD,DR,2025-09-11T00:00:00.000Z,Flood,2025-06-12T00:00:00.000Z,2025-06-16T00:00:00.000Z,46,000,Lake Traverse (Sisseton) Indian Reservation,2026-08-20T20:50:08.994Z
4887,DR-4887-MT,MT,DR,2025-09-11T00:00:00.000Z,Flood,2025-05-18T00:00:00.000Z,2025-05-22T00:00:00.000Z,30,000,Crow Indian Reservation,2026-08-20T20:50:08.994Z
4485,DR-4485-TX,TX,DR,2020-03-25T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,48,000,Alabama Coushatta Tribe of Texas,2026-09-11T11:08:08.591Z
3501,EM-3501-TX,TX,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,48,000,Alabama Coushatta Tribe of Texas,2026-09-11T11:08:08.591Z
3458,EM-3458-TX,TX,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,48,000,Alabama Coushatta Tribe of Texas,2026-09-11T11:08:08.591Z
4941,DR-4941-SD,SD,DR,2026-09-01T00:00:00.000Z,Severe Storm,2026-06-02T00:00:00.000Z,2026-06-04T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-09-14T14:27:14.785Z
4886,DR-4886-NM,NM,DR,2025-07-22T00:00:00.000Z,Flood,2025-06-23T00:00:00.000Z,2025-08-05T00:00:00.000Z,35,000,Mescalero Tribe,2026-08-20T20:50:08.994Z
4880,DR-4880-MI,MI,DR,2025-07-22T00:00:00.000Z,Severe Ice Storm,2025-03-28T00:00:00.000Z,2025-03-30T00:00:00.000Z,26,000,Little Traverse Bay Indian Reservation,2026-08-20T20:50:08.994Z
4857,DR-4857-AK,AK,DR,2025-01-10T00:00:00.000Z,Severe Storm,2024-08-15T00:00:00.000Z,2024-08-18T00:00:00.000Z,02,000,Kwigillingok (ANV/ANVSA),2026-08-20T20:50:08.994Z
4853,DR-4853-AK,AK,DR,2025-01-01T00:00:00.000Z,Severe Storm,2024-08-16T00:00:00.000Z,2024-08-18T00:00:00.000Z,02,000,Kipnuk (ANV/ANVSA),2026-08-20T20:50:08.994Z
4849,DR-4849-WA,WA,DR,2024-11-26T00:00:00.000Z,Fire,2024-07-17T00:00:00.000Z,2024-08-21T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
4847,DR-4847-MT,MT,DR,2024-11-14T00:00:00.000Z,Severe Storm,2024-08-06T00:00:00.000Z,2024-08-06T00:00:00.000Z,30,000,Crow Indian Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Brighton Indian Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Tampa Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Immokalee Indian Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Hollywood Indian Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Big Cypress Indian Reservation,2026-08-20T20:50:08.994Z
4844,DR-4844-FL,FL,DR,2024-11-05T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Fort Pierce Indian Reservation,2026-08-20T20:50:08.994Z
4842,DR-4842-SD,SD,DR,2024-11-01T00:00:00.000Z,Severe Storm,2024-07-13T00:00:00.000Z,2024-07-14T00:00:00.000Z,46,000,Cheyenne River Indian Reservation,2026-08-20T20:50:08.994Z
4840,DR-4840-AZ,AZ,DR,2024-10-25T00:00:00.000Z,Flood,2024-08-22T00:00:00.000Z,2024-08-23T00:00:00.000Z,04,000,Havasupai Indian Reservation,2026-08-20T20:50:08.994Z
4834,DR-4834-FL,FL,DR,2024-10-11T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Miccosukee Tribe of Indians of Florida,2026-08-20T20:50:08.994Z
4833,DR-4833-AZ,AZ,DR,2024-10-04T00:00:00.000Z,Fire,2024-07-10T00:00:00.000Z,2024-07-17T00:00:00.000Z,04,000,San Carlos Indian Reservation,2026-08-20T20:50:08.994Z
4829,DR-4829-SC,SC,DR,2024-09-29T00:00:00.000Z,Hurricane,2024-09-25T00:00:00.000Z,2024-10-07T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
4827,DR-4827-NC,NC,DR,2024-09-28T00:00:00.000Z,Tropical Storm,2024-09-25T00:00:00.000Z,2024-12-18T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
4823,DR-4823-WA,WA,DR,2024-09-24T00:00:00.000Z,Fire,2024-06-22T00:00:00.000Z,2024-07-08T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
4818,DR-4818-NY,NY,DR,2024-09-20T00:00:00.000Z,Tropical Storm,2024-08-08T00:00:00.000Z,2024-08-10T00:00:00.000Z,36,000,St. Regis Mohawk Indian Reservation,2026-08-20T20:50:08.994Z
4809,DR-4809-NM,NM,DR,2024-08-20T00:00:00.000Z,Flood,2024-06-20T00:00:00.000Z,2024-06-21T00:00:00.000Z,35,000,Pueblo of Santa Clara,2026-08-20T20:50:08.994Z
4802,DR-4802-OK,OK,DR,2024-07-23T00:00:00.000Z,Severe Storm,2024-03-14T00:00:00.000Z,2024-03-15T00:00:00.000Z,40,000,Chickasaw (OTSA),2026-08-20T20:50:08.994Z
4801,DR-4801-MT,MT,DR,2024-07-18T00:00:00.000Z,Severe Storm,2024-05-06T00:00:00.000Z,2024-05-09T00:00:00.000Z,30,000,Rocky Boy's Indian Reservation,2026-08-20T20:50:08.994Z
4801,DR-4801-MT,MT,DR,2024-07-18T00:00:00.000Z,Severe Storm,2024-05-06T00:00:00.000Z,2024-05-09T00:00:00.000Z,30,000,Fort Belknap Indian Reservation,2026-08-20T20:50:08.994Z
4795,DR-4795-NM,NM,DR,2024-06-20T00:00:00.000Z,Fire,2024-06-17T00:00:00.000Z,2024-08-20T00:00:00.000Z,35,000,Mescalero Tribe,2026-08-20T20:50:08.994Z
4775,DR-4775-WA,WA,DR,2024-04-28T00:00:00.000Z,Severe Storm,2024-01-05T00:00:00.000Z,2024-01-29T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
4773,DR-4773-CA,CA,DR,2024-04-19T00:00:00.000Z,Severe Storm,2024-01-30T00:00:00.000Z,2024-01-31T00:00:00.000Z,06,000,Hoopa Valley Indian Reservation,2026-08-20T20:50:08.994Z
4772,DR-4772-CA,CA,DR,2024-04-19T00:00:00.000Z,Severe Storm,2024-01-31T00:00:00.000Z,2024-02-09T00:00:00.000Z,06,000,Morongo Indian Reservation,2026-08-20T20:50:08.994Z
4768,DR-4768-OR,OR,DR,2024-04-13T00:00:00.000Z,Severe Storm,2024-01-10T00:00:00.000Z,2024-01-22T00:00:00.000Z,41,000,Siletz Indian Reservation,2026-08-20T20:50:08.994Z
4763,DR-4763-AK,AK,DR,2024-03-15T00:00:00.000Z,Mud/Landslide,2023-11-20T00:00:00.000Z,2023-11-20T00:00:00.000Z,02,000,Wrangell (ANV/ANVSA),2026-08-20T20:50:08.994Z
4763,DR-4763-AK,AK,DR,2024-03-15T00:00:00.000Z,Mud/Landslide,2023-11-20T00:00:00.000Z,2023-11-20T00:00:00.000Z,02,000,Sealaska (Native Regional Corporation),2026-08-20T20:50:08.994Z
4746,DR-4746-CA,CA,DR,2023-10-18T00:00:00.000Z,Tropical Storm,2023-08-19T00:00:00.000Z,2023-08-21T00:00:00.000Z,06,000,Agua Caliente Indian Reservation,2026-08-20T20:50:08.994Z
4743,DR-4743-CA,CA,DR,2023-09-27T00:00:00.000Z,Hurricane,2023-08-19T00:00:00.000Z,2023-08-21T00:00:00.000Z,06,000,La Jolla Indian Reservation,2026-08-20T20:50:08.994Z
4733,DR-4733-OR,OR,DR,2023-08-28T00:00:00.000Z,Mud/Landslide,2023-06-11T00:00:00.000Z,2023-06-12T00:00:00.000Z,41,000,Burns Paiute Indian Reservation,2026-08-20T20:50:08.994Z
4727,DR-4727-MS,MS,DR,2023-08-12T00:00:00.000Z,Severe Storm,2023-06-14T00:00:00.000Z,2023-06-19T00:00:00.000Z,28,000,Mississippi Choctaw Indian Reservation,2026-08-20T20:50:08.994Z
4726,DR-4726-MT,MT,DR,2023-08-12T00:00:00.000Z,Flood,2023-04-10T00:00:00.000Z,2023-04-26T00:00:00.000Z,30,000,Fort Peck Indian Reservation,2026-08-20T20:50:08.994Z
4722,DR-4722-MN,MN,DR,2023-07-19T00:00:00.000Z,Flood,2023-04-11T00:00:00.000Z,2023-04-30T00:00:00.000Z,27,000,Prairie Island Community (Indian Reservation),2026-08-20T20:50:08.994Z
4718,DR-4718-SD,SD,DR,2023-07-06T00:00:00.000Z,Flood,2023-04-09T00:00:00.000Z,2023-05-05T00:00:00.000Z,46,000,Lake Traverse (Sisseton) Indian Reservation,2026-08-20T20:50:08.994Z
4714,DR-4714-CA,CA,DR,2023-05-25T00:00:00.000Z,Severe Storm,2023-03-11T00:00:00.000Z,2023-03-16T00:00:00.000Z,06,000,Soboba Indian Reservation,2026-08-20T20:50:08.994Z
4713,DR-4713-CA,CA,DR,2023-05-18T00:00:00.000Z,Severe Storm,2023-02-23T00:00:00.000Z,2023-02-26T00:00:00.000Z,06,000,Soboba Indian Reservation,2026-08-20T20:50:08.994Z
4707,DR-4707-CA,CA,DR,2023-04-25T00:00:00.000Z,Winter Storm,2023-02-14T00:00:00.000Z,2023-03-05T00:00:00.000Z,06,000,Hoopa Valley Indian Reservation,2026-08-20T20:50:08.994Z
4703,DR-4703-AZ,AZ,DR,2023-04-11T00:00:00.000Z,Severe Storm,2023-01-14T00:00:00.000Z,2023-01-17T00:00:00.000Z,04,000,Navajo Nation Reservation (Also NM and UT),2026-08-20T20:50:08.994Z
4692,DR-4692-CA,CA,DR,2023-03-08T00:00:00.000Z,Earthquake,2022-12-20T00:00:00.000Z,2023-01-01T00:00:00.000Z,06,000,Rohnerville Rancheria (Indian Reservation),2026-08-20T20:50:08.994Z
4690,DR-4690-OK,OK,DR,2023-03-03T00:00:00.000Z,Severe Storm,2022-12-21T00:00:00.000Z,2022-12-25T00:00:00.000Z,40,000,Creek (OTSA),2026-08-20T20:50:08.994Z
4688,DR-4688-SD,SD,DR,2023-02-20T00:00:00.000Z,Winter Storm,2022-12-12T00:00:00.000Z,2022-12-25T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-08-20T20:50:08.994Z
4687,DR-4687-SD,SD,DR,2023-02-20T00:00:00.000Z,Winter Storm,2022-12-12T00:00:00.000Z,2022-12-25T00:00:00.000Z,46,000,Rosebud Indian Reservation,2026-08-20T20:50:08.994Z
4681,DR-4681-AZ,AZ,DR,2022-12-30T00:00:00.000Z,Flood,2022-10-01T00:00:00.000Z,2022-10-02T00:00:00.000Z,04,000,Havasupai Indian Reservation,2026-08-20T20:50:08.994Z
4680,DR-4680-FL,FL,DR,2022-12-13T00:00:00.000Z,Hurricane,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,12,000,Miccosukee Tribe of Indians of Florida,2026-08-20T20:50:08.994Z
4680,DR-4680-FL,FL,DR,2022-12-13T00:00:00.000Z,Hurricane,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
